LF848336;PARK CALIX;SANTIAGO AGUSTIN;H;22;155;84;Grado en Logopedia;2
LM023426;BARR VELIZ;MARIA LAURENTINA;M;22;162;85;Grado en Enfermería;2
DQ567485;NORRIS LLOVERAS;SIRLENE;M;23;151;45;Doble Grado en Derecho y Criminología;4
KO934630;SURIS ALCANIZ;MARIA ESTIVALIZ;M;25;170;67;Grado en Filosofía;2
HA541246;OVALLES ECEIZA;RAUL ANIBAL;H;22;174;85;Grado en Educación Social;1
QM041505;ANDREEV PONSA;DALAL;M;25;192;105;Doble Grado en Sociología y Ciencias Políticas y de la Administración Pública;3
BU533843;TRULL ATANASIO;OLIWIA;M;25;160;70;Grado en Nutrición Humana y Dietética;3
VR331316;MARTIN ARROYO FARRERO;LUZ ESTELA;M;19;152;99;Grado en Ciencias Políticas y de la Administración Pública;2
ZS652641;MICHELENA CUNILL;GERONIMA;M;24;155;64;Grado en Geografía y Medio Ambiente;4
K57791;SAGASTI GUADIX;NADIA ALEJANDRA;M;33;176;88
O47885;COMECHE CARCAVILLA;DANIEL JAVIER;H;65;193;93
ED451655;BAYO LEKUE;MICHELLE ELIZABETH;O;23;168;67;Grado en Ciencias de la Actividad Física y del Deporte;3
EA942651;KA PEYDRO;ANDREEA MARIA;M;18;142;88;Grado en Óptica y Optometría;3
FN257632;AKHTER BAJANA;ANGEL RODRIGO;H;24;191;76;Grado en Economía;4
V51285;GEREZ ROTELLA;CAROLINA ELENA;M;45;168;74
PJ025114;MONTALA HUMADA;NIEVES ANTONIA;M;21;147;81;Grado en Filología Clásica;4
BY153290;CANTISANO NOGALES;RAMON;H;23;181;80;Grado en Ingeniería Informática;3
DS822002;MELLOUKI TRIGUEROS;VIRGINIE;M;18;153;53;Grado en Ingeniería Telemática;4
W95045;BURKE LLONGUERAS;VICENTE FABIAN;H;53;175;59
BP561036;REMUINAN POVEDANO;OSCAR FELIPE;H;18;171;87;Grado en Relaciones Laborales y Recursos Humanos;3
B02464;SANCHEZ SECO PERZA;ESKARNE;O;64;152;85
GZ276416;ABARZUZA BOADO;RICARD JOSEP;H;25;152;101;Grado en Farmacia;3
GJ765833;PEDRAZ AMORENA;GEMA PATRICIA;M;23;183;79;Doble Grado en ADE y Derecho;2
B26982;VRABIE TARIFE;FELISA CONCEPCION;M;43;161;58
XY498207;GARCIA ROJO GIRELA;ADIB;H;19;146;79;Grado en Maestro/a en Educación Infantil;1
NI820773;YUSTOS ALBINANA;IONELA VERONICA;M;19;173;56;Grado en Relaciones Laborales y Recursos Humanos;3
G82005;MOSTEO COPANO;DIANA ANDREA;M;37;141;51
CB803561;REGIS ATENCIANO;MANUELA ROSA;M;21;149;81;Grado en Educación Social;3
T60398;MORADELL SOLES;SHARON;M;37;167;62
YH601957;GALPARSORO AZCOITI;STEFANICA;M;20;171;70;Grado en Sociología;3
KD593678;ARTIACH ARCA;FLORIN MARIN;H;18;176;51;Grado en Farmacia;4
KT647300;MELLINAS FLORICA;EMANUEL ADRIAN;H;19;154;88;Grado en Traducción y Mediación Interlingüística: Alemán;1
M60849;AMORIM CAMIN;SAIKOU;H;39;175;85
L68072;MIRON URIONDO;NERIJUS;H;70;142;86
D77562;SANTAMERA LIXANDRU;NANCY COROMOTO;M;27;180;70
HX998167;MAYOZ RUFI;TAVITA;M;18;161;67;Grado en Traducción y Mediación Interlingüística: Francés;3
G50669;ALEXANDER CADINANOS;AISHA;M;62;172;56
SQ038802;EL HABTI HACHIMI;DARWIN MAURICIO;H;18;178;96;Grado en Estudios Ingleses;2
GF894549;VITALLER AZEVEDO;SANDRA PILAR;M;21;175;74;Grado en Ciencias Gastronómicas;1
PF463937;BO PICHARDO;LIZ PAOLA;O;21;153;69;Grado en Estudios Ingleses;1
EG456125;LUCES PALLEROLA;CARMEN MERCEDES;M;20;182;81;Grado en Física;2
JO964698;LIEBANES UTRERO;HADRIAN;H;23;140;55;Grado en Estudios Ingleses;2
XH772459;OLARIU OLMEDILLA;ANGELA ESTHER;M;19;194;82;Grado en Filología Clásica;2
DO344889;UNZUE DORIA;IRENE DOLORES;M;23;193;75;Grado en Ciencias de la Actividad Física y del Deporte;4
U30494;MARFA SALLA;MIGUEL RICARDO;H;62;173;95
VL016860;GRAJAL LOPEZ DE MUNAIN;KARINE;O;22;140;52;Grado en Biología;4
MX618153;COMENGE TEMPORAL;GRACIELA ROSA;M;19;194;87;Grado en Odontología;1
JJ738482;BOUKABOUS CARRILLO DE ALBORNOZ;EVA JESUS;M;22;169;85;Grado en Geografía y Medio Ambiente;3
ZA203639;POMARES NOS;DHARMA;O;23;168;73;Doble Grado en Derecho y Criminología;2
BU897022;ARTILES DE LA RASILLA;PAULA FRANCISCA;M;24;143;90;Grado en Logopedia;2
SQ674521;CARBAJALES VALLDOSERA;VANESSA ALEXANDRA;M;25;160;91;Doble Grado en Derecho y Criminología;3
JO282886;NINOLES PANCHANA;MARIA PIA;M;24;154;85;Grado en Pedagogía;4
GV815371;PANTA ARAMENDI;ANA PASTORA;M;25;186;52;Grado en Biotecnología;2
VY780135;PILATUNA FIGOLS;JESUS MARTIN;H;23;170;84;Grado en Estudios Hispánicos;4
B72746;GOMARA CAMPOMANES;INSSAF;M;42;186;89
Q58831;SALESA VIEL;AMARAL;M;28;153;84
BM850409;ARCEGA CUENCO;SONIA VANESSA;O;25;193;59;Grado en Óptica y Optometría;1
AP451384;BEDIALAUNETA DEVIA;LUIS HOMERO;H;22;140;104;Grado en Odontología;2
CF207154;PARRADO GUBAU;BOZHIDAR;H;18;148;72;Doble Grado en Derecho y Ciencias Políticas y de la Administración Pública;4
S80962;ASUMU ORTES;GILSON;H;55;146;62
DR530215;CONS LAAKEL;YUANYUAN;O;23;198;84;Grado en Ingeniería Electrónica de Telecomunicación;1
V65359;ESPINA VITALLA;SULAYMAN;H;34;174;68
LA069336;RETA MESALLES;TIMUR;H;24;178;56;Grado en Podología;4
VT551722;GONZALEZ DE MENDOZA BARBERIA;SOHAIB;H;20;188;89;Grado en Información y Documentación;1
NQ326272;BAHILLO YUCRA;EMMANUELLE;O;21;153;90;Grado en Economía;1
MT742785;FRASES POSE;LAURA PAULA;M;21;175;91;Grado en Ciencias Políticas y de la Administración Pública;4
Z87258;HERIZ BRAVO DE LAGUNA;ANIELA;O;35;183;93
HP217008;LOMINCHAR HAMADI;IRENE MARINA;M;22;169;63;Grado en Historia del Arte;3
GI676737;ROJALS PAMOS;FATIMA CANDELARIA;O;19;186;75;Grado en Turismo;2
WK359946;CARRAL GLERA;YADIRA ALEXANDRA;M;25;171;96;Grado en Ingeniería Electrónica Industrial;1
CI345860;BARATECH ELIZARI;WILLIAM RICARDO;H;20;146;52;Grado en Relaciones Laborales y Recursos Humanos;1
N01379;TORRELLA BRINAS;HARSH;H;50;170;50
WY626945;LOSTE MORAR;JOSAFAT;H;18;147;94;Grado en Información y Documentación;1
X64806;BUERGO TORNEL;DANA MARIANA;O;36;155;80
F61526;VALMASEDA MARQUES;SERGIO LEON;H;49;168;102
NV365833;CASQUERO CULQUI;DARWIN ENRIQUE;H;23;196;72;Grado en Física;2
C12488;ESTREMERA CAPITAN;TODORKA;O;59;188;82
QY305520;TRAN BRYAN;MIGUEL AITOR;H;25;197;65;Grado en Estudios Hispánicos;1
C13123;RIVEROLA MURIEL;MARCO GONZALO;H;47;145;89
A38566;GIRO PEREZ CHUECOS;PIERANGELO;H;56;184;81
WI125754;BABON DEL DIEGO;ROCIO CINTA;M;25;141;65;Grado en Maestro/a en Educación Primaria;3
ZN329614;SAN RAFAEL BETETA;LUIS ANTON;H;24;185;51;Grado en Administración y Dirección de Empresas (ADE);4
D48842;BRITOS GUILABERT;CECILIA;M;33;197;81
XR962657;LABANDEIRA MOSQUERA;RODERICK;H;20;167;83;Grado en Historia;2
YS671261;DE BARROS BARRENO;MARIA LEIDA;M;25;200;71;Doble Grado en ADE y Derecho;3
G94868;HUALLPA ARDERIU;SOUHAILA;M;69;187;88
DP833490;FARRACES CAMARZANA;ODILE;M;24;197;89;Grado en Pedagogía;2
PZ015056;DUARTE BARTHA;LETITIA;M;23;151;92;Grado en Derecho;4
IV137642;PAY CORBERO;ROBERTO PABLO;H;22;141;51;Grado en Matemáticas;3
WF863638;BOMBIN EL ASRY;JANNE;M;19;178;46;Grado en Información y Documentación;3
YE352742;JUMILLAS FERNANDEZ MONTES;SAM;H;20;189;101;Grado en Economía;4
HR777067;TAMAMES GIBSON;MARIA SARAI;M;18;148;75;Grado en Estudios Hispánicos;4
QW225800;BENDRISS CASTEJON;NARCISO MANUEL;H;23;157;50;Doble Grado en Turismo y ADE;3
H63885;LAKATOS CANIEGO;GAOFENG;H;53;152;45
BB781005;RUSTARAZO TOR;ANA NEREA;M;19;166;93;Grado en Farmacia;1
JM811900;EL KHATIB ARISA;EVILIO;H;25;147;50;Grado en Filología Catalana;1
J59641;SARROCA RIOSALIDO;FRANK MICHAEL;H;31;149;98
WE254605;CAMPANER LUQUERO;MARIA FERMINA;M;25;147;70;Grado en Finanzas y Contabilidad;3
YB509075;CARAPETO ALVAREZ OSSORIO;NICOLAE SILVIU;H;23;197;65;Grado en Trabajo Social;2
VR138584;LAS HERAS SALICIO;HUGO GABRIEL;H;22;191;60;Grado en Química;1
LW556885;MAIRELES LAGOSTENA;TERESA ASUNCION;O;24;191;88;Grado en Estudios Hispánicos;4
BK362359;ANIES LLEVAT;CHARIF;H;19;184;94;Grado en Maestro/a en Educación Primaria;1
T28230;MASSON BEN AHMED;GURNAM;H;66;174;47
MP619290;SANCHEZ MORENO PERI;FERNANDO MAXIMO;H;22;168;64;Grado en Ciencia y Tecnología de los Alimentos;3
JX315053;VIDAURRE COALLA;SEAN MICHAEL;H;21;182;64;Grado en Traducción y Mediación Interlingüística: Inglés;2
SP539648;FARINA TRECU;MARYANA;M;18;161;88;Grado en Ciencias Ambientales;4
QR646504;VILLADANGOS DAPENA;KEPA MIRENA;H;24;147;63;Grado en Trabajo Social;3
HO387465;COEDO PINZOLAS;ZHIHUI;H;25;161;89;Grado en Podología;2
AU594784;PLUAS BROSETA;MARINA FATIMA;M;25;146;78;Grado en Pedagogía;4
ER982595;PALAFOX CAMATS;NATURA;M;24;143;55;Grado en Criminología;3
G59113;ARCIS VILLAPUN;SHOUKAT;H;58;148;47
SL156351;GOCE SAENZ DE JUBERA;CATHERINE MARGARET;M;20;150;72;Grado en Criminología;4
OA908256;URIBARRENA DE LOPE;EL MILOUDI;H;21;147;50;Grado en Química;4
O43939;BRUALLA SATUE;ADRIANA MABEL;M;48;177;99
VG728786;ALAMO BASTO;TSETSA;M;21;194;95;Grado en Ciencias Políticas y de la Administración Pública;2
H23264;CHERKAOUI NAPAL;ALICIA AMPARO;M;58;151;78
E50191;SELGAS CECILIA;ROSA VICENTA;M;66;145;64
CT978110;PEREZ DEL PULGAR SPATARU;IZHAR;H;24;177;76;Grado en Ingeniería Informática;1
EO417168;TARRAZONA CLAURE;DANIELA CAROLINA;M;20;181;90;Grado en Estudios Ingleses;3
IO648864;CANELLADA GRANCEA;DOLORES ELVIRA;M;22;172;68;Grado en Enfermería;1
FP551697;EL KHADIRI BONMATI;NABIA;M;22;178;71;Grado en Ciencias Políticas y de la Administración Pública;3
W80572;STOCK FLORISTAN;CATALINA BELEN;M;26;147;50
PX646313;GUIMARAES LASPALAS;CARMEN MARGARITA;M;18;184;73;Grado en Ciencias Gastronómicas;2
FU545361;BUCHANAN MIHUT;YUNIA;O;18;196;96;Grado en Historia;3
FJ219715;BROTONS SISO;WALTER CARLOS;H;25;181;47;Grado en Logopedia;3
F38946;DURBAN FUSTERO;JINMEI;M;59;149;72
I66571;GINARD CALDU;HERMINIO JAVIER;H;40;184;95
H05789;GOST BIRLANGA;NICOLE ESTEFANIA;M;27;179;63
YX966780;VICENT JIA;LUCAS BENJAMIN;H;23;154;79;Grado en Ingeniería Informática;1
IH992259;URRUTICOECHEA HIGES;EMILIO ALBERTO;H;23;195;103;Grado en Traducción y Mediación Interlingüística: Francés;3
X08925;ANGELES BOTERO;CRISTIAN DUMITRU;H;57;156;91
UX505278;EL FADILI OGBEBOR;ROSA CAROLINA;M;18;140;96;Grado en Maestro/a en Educación Infantil;3
PB822008;CONGOST HUMET;IZAN MANUEL;H;22;183;49;Grado en Óptica y Optometría;1
EC768700;MIARNAU CASTELLON;RUTE ISABEL;O;22;185;72;Grado en Filología Clásica;2
J92868;CONFORME DEL ORO;LUZ ASTRID;M;31;166;104
Q16701;ESPUELA GUIXA;RODRIGO ALBERTO;H;39;196;48
Q04677;BARBARIN ESTARAS;LUIS MARIA;H;27;148;93
Q37023;MORION MEGOLLA;MARIA VALVANUZ;M;65;156;49
EY945234;MOMPEAN JUSCAFRESA;MARIA GUACIMARA;O;20;194;88;Grado en Administración y Dirección de Empresas (ADE);4
K66674;QUINTANAR ALMERO;FERNANDO CARMELO;H;66;184;83
NS999632;EL ISSAOUI MILLER;JOAQUIN RAMON;H;22;171;79;Grado en Medicina;1
PV708442;ORUNA CORCHO;AFRODISIO;H;19;182;74;Grado en Nutrición Humana y Dietética;4
HV819410;LAMUNO AMBRES;PILAR ISABEL;M;23;179;93;Grado en Óptica y Optometría;1
KA826895;CAUDET CARTA;SLIMAN;H;18;185;79;Grado en Ingeniería Telemática;1
LC765641;ADDI LAARBI;SOCAINA;M;25;194;52;Grado en Podología;4
H76985;ESPIGOL FANDOS;DIMITRIY;H;30;169;93
TF490814;DAURA BARBUDO;FRANCISCA JOSE;M;19;151;73;Grado en Información y Documentación;4
PY013409;KERZAZI KHAMLICHI;STOYANKA;M;25;174;89;Doble Grado en Derecho y Ciencias Políticas y de la Administración Pública;1
VU879343;SIRERA LAIRON;MARILENA;M;21;145;81;Grado en Farmacia;1
YV992814;SADDIKI GARICANO;DENES;H;25;155;75;Grado en Ciencias Ambientales;4
XJ502646;ARETXABALA BIRD;JULIA MATILDE;M;23;183;95;Grado en Historia;2
HK138292;COTILLO DIAZ MALAGUILLA;GEORGIANA RALUCA;M;22;189;92;Grado en Nutrición Humana y Dietética;4
L88463;LONGO DE PRADA;MANUEL BERNARD;H;35;175;84
MR510153;GRECO MAITA;AIME;M;25;156;102;Grado en Matemáticas;1
S50688;JUNCOS ALMUDEVER;ALICIA ASUNCION;M;45;183;78
DO700222;MAIA MAJIDI;DARINKA;O;25;196;102;Grado en Traducción y Mediación Interlingüística: Alemán;4
NZ957502;SALDIVAR BES;CONCEIÇAO;M;22;182;97;Grado en Información y Documentación;1
XM123571;ZHU ESPELETA;MIQUELA;M;25;166;88;Grado en Geografía y Medio Ambiente;2
PJ303967;BOTEA SALTOS;AIMAR;M;24;163;65;Grado en Farmacia;2
L51576;FALCETO ALACID;SILVIA VANESSA;O;61;142;71
GE159839;CHIESA CIURANA;NURIA BEATRIZ;M;25;200;100;Grado en Fisioterapia;4
DW635221;POCOSTALES KORTABITARTE;TREVOR JAMES;H;21;178;100;Grado en Biología;2
CT821467;SITJAS ROOS;MATIAS DAMIAN;H;22;145;92;Grado en Geografía y Medio Ambiente;4
OY559250;VIRGILI MANDIOLA;ANE LORE;M;23;181;75;Grado en Ingeniería Electrónica Industrial;3
L63121;VALLINES VINAU;JUAN REYES;H;42;196;56
MC162367;CAPAPEY CEMBORAIN;LUFTOLDE;O;24;154;102;Grado en Medicina;4
QW893342;BACHMANN COPPOLA;ACACIA;M;20;146;45;Grado en Sociología;3
YE204763;CEBALLOS BARBAT;LUIZ ANTONIO;H;23;193;79;Grado en Información y Documentación;2
I98513;ZURRON LAMANA;CARME MARIA;M;65;167;100
CR705084;BORRELL AZKARATE;VELISLAV;H;24;150;46;Grado en Podología;4
U22268;EL MRABET LUENGO;MATILDE EUGENIA;M;60;189;67
RO320845;LEMES GURRUTXAGA;ELISA DOLORES;M;24;191;78;Grado en Ingeniería Informática;3
Q12795;ALVAREZ ARDIL;MARCO ALEXANDER;H;52;166;86
CF073874;MOGUEL DUPUY;TELMA;M;22;146;78;Grado en Filología Clásica;3
R45213;BENZO DE LA PIEDRA;AUDELIA;M;39;180;100
AJ205494;MANTINAN GIGANTO;ROBERTO JUAN;H;18;142;45;Grado en Ingeniería Multimedia;3
ZT306182;BLAGA BOCETA;ROSA MARTINA;M;20;167;79;Grado en Geografía y Medio Ambiente;4
OU152919;BEVAN MELLOUK;AITANA MARIA;M;20;177;103;Grado en Ingeniería Electrónica Industrial;2
IS810732;BULLICH MENDARO;DOMINGO ANGEL;H;22;154;74;Grado en Podología;4
EG868069;FIGUEROA INCHUSTA;CONCHITA;M;21;174;74;Grado en Ingeniería Informática;4
SX494521;ABARZUZA BALANDIN;VERONICA LUISA;M;19;167;92;Grado en Nutrición Humana y Dietética;1
ZY864217;CABANEROS TURCANU;LAMARA;M;19;200;93;Doble Grado en Sociología y Ciencias Políticas y de la Administración Pública;4
UB385652;MARROCO ABENOJAR;JUAN EMILIANO;H;19;186;50;Grado en Ingeniería Electrónica Industrial;2
CV161861;FORNER DE PAULA;ADARGOMA;H;19;153;92;Grado en Física;2
KI236227;SANYANG OUTEIRO;ELENA MANUELA;M;19;184;51;Grado en Fisioterapia;4
N70425;VALDEARENAS BERNUES;SILVA;M;45;183;69
QQ843062;MARTON SAGARRA;IORDANKA;M;18;156;100;Grado en Enfermería;4
W28739;LOMBARDI DONAS;MARIA NORMA;M;58;161;94
YE068549;ARNELAS JACQUET;FRANCISCO MARTIN;H;19;155;95;Grado en Geografía y Medio Ambiente;3
AW431534;GARRO WOOD;LIFEN;M;21;181;92;Grado en Maestro/a en Educación Infantil;3
JR325089;AYOUBI DORESTE;CLIO;M;25;164;74;Grado en Ciencias Gastronómicas;2
ML631911;NITA ARBEO;EDELINA;M;24;195;48;Grado en Trabajo Social;3
EF478521;RADUTA LAARBI;DIANA PAULINA;M;23;152;51;Grado en Farmacia;4
DJ154562;TORON ASINS;JOSE PAULINO;H;23;164;46;Doble Grado en Derecho y Criminología;4
LV349975;RAHAOUI CATIVIELA;ENZA;M;25;156;95;Grado en Ingeniería Telemática;3
BF991100;SILIO GONI;SATURNINO JESUS;H;21;186;70;Doble Grado en Farmacia y Nutrición Humana y Dietética;1
EY215629;MOUZOURI SIDOR;BJORG;M;24;198;80;Grado en Trabajo Social;2
OG431474;GIRALDE BAHLOUL;MAXIMINO MANUEL;H;18;191;94;Grado en Pedagogía;1
J88422;AUCEJO GARCIA DE PAREDES;INAS;M;50;185;89
P87672;GAZQUEZ VICENS;SEBASTIAN MATIAS;H;42;166;56
N87427;MADRIGAL UTGES;FRANCISCO MARCO;H;54;141;52
Z69119;LLANSO CAMENO;BRETT;H;54;177;85
HR346763;CABOS MACDONALD;KEKE;M;18;155;58;Grado en Ciencias Ambientales;1
PX555549;COUSIDO PUCHADES;CARMEN AZUCENA;M;19;176;63;Doble Grado en Derecho y Ciencias Políticas y de la Administración Pública;3
NI814937;ALBAREDA SALDISE;MAMADOU ALIMOU;H;25;193;59;Grado en Ingeniería Informática;1
FQ836749;MECERREYES PRICE;ABDOU KARIM;H;25;172;61;Grado en Periodismo;3
NY268182;DE GUZMAN TRABALON;ANGEL LUCIANO;H;20;173;71;Grado en Filología Catalana;3
JO801588;CIMA PINEY;LUZ ESTRELLA;M;24;147;79;Doble Grado en Derecho y Criminología;4
WV639139;MULET MANZABA;MARIA FALGAS;M;22;179;92;Grado en Estudios Hispánicos;2
PS471844;BARRILADO GIRELA;ELADIO JOSE;H;22;180;61;Grado en Trabajo Social;3
SX497097;BRAND GORAN;JENIFER PINO;M;18;181;45;Grado en Ingeniería Telemática;3
GG575717;OUALI MURRIA;MARIA PENELOPE;M;19;151;52;Grado en Ciencias Gastronómicas;2
OC236404;TORAN DE AGUILAR;OFELIA MARIA;M;21;147;101;Grado en Ingeniería Informática;3
S84000;BELKHIR MONTERRUBIO;DENICE;M;61;151;70
GS459006;VILLATORO DIAC;ALVARD;M;25;169;90;Grado en Historia;4
DW582337;UZ ROBLAS;CARLY;M;25;182;60;Grado en Traducción y Mediación Interlingüística: Inglés;1
A35676;MORAL CAMPON;CRISTINA SILVIA;M;28;154;98
G47906;GUALLARTE RECHA;GENOWEFA;M;49;200;81
K39854;CALDERON DE LA BARCA GAFO;CLEMENTE;H;36;177;72
K08093;BARCO PENAFIEL;ANA PETRA;M;45;147;47
ZD761163;CALABRIA SERGEEVA;ANTONIO EUSEBIO;H;23;175;85;Grado en Ciencias de la Actividad Física y del Deporte;4
H56736;BOZDOG CASANUEVA;JOSE JONATAN;H;44;145;96
DL601938;BARBANY FORNIELES;CIDALIA MARIA;M;23;199;51;Grado en Enfermería;3
IM441474;LOPEZ DE DICASTILLO PLATT;RUTH ANNE;M;23;178;64;Grado en Periodismo;1
F48474;COSSIO MONDARAY;NINOSKA;M;26;189;47
BP492916;BIENDICHO DE CORDOBA;NEIL JOHN;H;20;149;87;Grado en Estudios Ingleses;1
M09265;SERER JARAQUEMADA;CRISTIANA;M;41;164;81
YM583866;SELAS NADADOR;MONTIEL;O;20;192;92;Grado en Óptica y Optometría;1
ZC638814;GENOVA GRANDAS;DEREK THOMAS;H;18;163;48;Grado en Estudios Hispánicos;2
C73051;ARRUA TARAFA;RICARDO CESAR;H;46;168;57
B78653;NAUDIN INDA;RADU GHEORGHE;H;28;152;100
HD309739;DOSAL COULIBALY;ROGELIO JAVIER;H;19;179;56;Grado en Administración y Dirección de Empresas (ADE);2
MN317223;RETAMINO DAMIA;JOY;M;25;200;66;Doble Grado en Sociología y Ciencias Políticas y de la Administración Pública;4
N23435;SENARIS BATLLO;AWILDA;M;62;198;60
R01462;DIAZ RONCERO ALMECIJA;GILBERTO FRANCISCO;H;50;148;87
GT369878;ESPINIELLA COMBA;VICTOR PABLO;H;19;187;100;Grado en Ingeniería Electrónica de Telecomunicación;4
VC260688;ADRIA URDANGARAY;ISOLINA;M;19;175;100;Grado en Psicología;4
VA729456;DOBARAN SAIFI;ANAITZ;H;21;156;48;Grado en Ingeniería Informática;2
RQ910359;ARBIOL MORAGUEZ;GABRIELA GUADALUPE;M;19;172;69;Grado en Geografía y Medio Ambiente;2
RS520931;VILACHA DIONE;RAQUEL CARMEN;M;19;191;62;Grado en Ingeniería Electrónica de Telecomunicación;1
FF130417;CASTELOS MELLINA;ESTHER VERONICA;M;20;187;101;Grado en Maestro/a en Educación Infantil;4
QH694383;DE GRADO CUERDO;HIGINI;H;21;145;59;Grado en Comunicación Audiovisual;4
H06749;LEKUE YELO;ANDRES NICOLAS;H;33;169;73
EB564334;ARETXAGA EL ALLAM;HAMZA;H;19;195;79;Grado en Nutrición Humana y Dietética;4
HI738388;FRUCTUOSO LING;JOXE MARIA;H;23;144;91;Grado en Óptica y Optometría;2
NR445442;MIJE ARANALDE;DEAN;H;23;191;50;Grado en Historia del Arte;2
KW722102;SALUDAS PARRALO;EDUARDO HECTOR;H;19;140;76;Grado en Derecho;3
MM011852;LAGO MONSALVE;SARAH ISABEL;M;19;141;65;Grado en Ingeniería Química;4
OC514874;CAAMANO MARIMON;MARIA BARKA;M;23;195;94;Grado en Estudios Hispánicos;2
K77857;ADRADA GORAN;JAIME JULIAN;H;67;183;95
FR126491;GABILONDO GARCIA ARCICOLLAR;VICTORIA LEONOR;M;25;172;75;Doble Grado en Sociología y Ciencias Políticas y de la Administración Pública;3
OD771153;ANELO PIFERRER;CARMEN SILVIA;M;18;177;105;Doble Grado en Sociología y Ciencias Políticas y de la Administración Pública;4
VF650243;BLAZQUEZ KHALIFI;CRISTINA MANUELA;M;21;186;56;Grado en Medicina;2
H47481;CIVANTOS RABANO;MIGUEL GERARDO;H;46;154;67
UP823656;GALANT KRUBALLY;JOSE MARIA CARLOS;H;24;168;96;Grado en Pedagogía;2
RQ818309;ASARTA ZURITA;NESTOR OSCAR;H;18;146;48;Grado en Ciencias Políticas y de la Administración Pública;4
EG456814;DE LA FLOR ASTACIO;ELEDER;H;18;166;56;Grado en Maestro/a en Educación Infantil;3
Y62467;CALVERAS FERRARI;CELS;H;69;144;84
R38472;CUPEIRO RAFFO;YIFAN;M;41;186;85
X18811;TARRASON GAZTELUMENDI;MADIHA;M;68;170;53
FX120244;TORRELLA COT;VASILE EUGEN;H;24;199;93;Grado en Administración y Dirección de Empresas (ADE);4
J99554;ZARRANZ BARBEITO;LUIS CIPRIANO;H;55;155;87
LH467101;GARABOTE PADIN;LLUC;H;18;200;99;Grado en Nutrición Humana y Dietética;1
SV672123;CHAOUI ORRILLO;NELIDA ROSA;M;18;154;76;Grado en Podología;1
KE265436;SIENDONES SERNEGUET;ALEXANDRA SOFIA;M;18;193;81;Grado en Comunicación Audiovisual;1
I55912;BANZO ALMEIDA;STOYAN IVANOV;H;65;174;48
VY366269;CARCAMO OLID;EKAITZ;H;25;194;104;Grado en Odontología;4
KN469989;MUSLERA ESCUSA;ZURIA;M;24;188;56;Grado en Ciencias de la Actividad Física y del Deporte;3
M99936;GRANO DE ORO BURCHES;AGLAE;M;69;152;77
Z28356;GARCINUNO PENIDE;FRIEDERIKE;M;25;181;52
Q25713;BAR VOIGT;CRISTIAN LEONARDO;H;67;155;50
D69231;OKOYE AMANTE;EVERTH;H;39;200;82
ZV403118;UGARTEBURU AGUEDA;IRENE ROCIO;M;21;150;50;Grado en Administración y Dirección de Empresas (ADE);1
NM577224;ZORI FERRUSOLA;PACO;H;21;156;78;Grado en Derecho;3
YT241023;AZOR VELAYOS;ADRIANA PILAR;M;21;177;61;Grado en Medicina;2
WG745057;PRESAS MENDY;FRANCISCO GERARDO;H;18;182;81;Grado en Sociología;4
B64124;DE LUIS LAZA;MAFTEI;H;62;168;59
Y52484;DE GONI CERDERA;JOSEFA RITA;M;56;171;64
QZ228022;TERMES SANCHEZ MIGUEL;RADU IULIAN;H;18;180;90;Grado en Geografía y Medio Ambiente;3
C82224;RIANI MOREU;LINA VANESSA;M;56;161;82
GH083542;CARINO ALZURI;NAOUEL;M;19;159;76;Grado en Criminología;4
OW537563;GASOL RODON;MARLEEN;M;25;195;99;Grado en Estudios Ingleses;3
E48671;TRINIDAD GODED;INGRID CARMEN;M;39;165;84
YK210507;CANALS FORTANET;DANIEL FRANCIS;H;21;177;60;Grado en Ingeniería Electrónica Industrial;1
R46540;FARIZA BRAND;VERONICA ROSARIO;M;25;166;80
CP886485;HACHA GUIZAN;JORGE MARCELO;H;24;166;87;Grado en Historia;4
RI978355;TESTERA MIHAI;AMANDA LUCIA;M;18;195;50;Grado en Derecho;1
L37027;MINCHON ROCHINA;FERNANDO LORENZO;H;49;178;49
SV548200;NAIMI MONTRAVETA;SUSAN MAY;M;21;160;99;Grado en Periodismo;3
Z23253;GARCIA PLIEGO ESTALL;ABDELKABIR;H;68;161;70
BY968102;ALDANA BEDOYA;PIERRE MARIE;H;18;155;91;Grado en Ingeniería Telemática;2
YJ915745;CAJIDE AGUNDO;IHAR;H;19;150;104;Grado en Odontología;4
MZ208189;URKIDI BAILLO;MENGMENG;M;24;149;48;Grado en Nutrición Humana y Dietética;3
LU449938;GENCHEV SHAHZADI;EUGENY;H;25;197;104;Grado en Derecho;3
NO063509;CASALES CHILET;DAKOTA;O;18;143;64;Grado en Administración y Dirección de Empresas (ADE);2
Y46505;AZOUZ CABALEIRO;BODIL;M;47;145;93
PV006960;BELASTEGUI GARCIA CALVILLO;JORITZ;H;19;194;98;Grado en Ciencia y Tecnología de los Alimentos;2
YQ541544;NEGRI BERJON;ITOHAN;O;19;170;46;Grado en Fisioterapia;1
LM270337;LUNG ILLESCA;VERUSKA;M;25;175;104;Grado en Química;3
B91971;PILAMUNGA SAN FRUTOS;NICOLAS GUILLERMO;H;45;182;104
LB910287;CARMENA NIMO;JUSTA;M;19;149;96;Grado en Ciencia y Tecnología de los Alimentos;2
CU479162;DUMITRESCU ALMIDA;SURJEET;H;24;141;92;Grado en Filología Clásica;3
